47.9572,50,0.451
59.149,59,0.47
57.4473,52,0.596
57.8399,46,0.608
57.0191,52,0.616
50.1203,53,0.636
52.5692,55,0.697
55.2736,57,0.592
60.4516,43,0.573
52.9266,69,0.294
41.8493,48,0.483
59.2901,48,0.582
49.1529,46,0.508
49.0779,10,0.634
47.7047,58,0.795
49.3017,63,0.51
53.2079,42,0.624
44.9715,1,0.588
47.0692,4,0.579
49.8684,2,0.67
40.9907,61,0.665
50.0719,65,0.624
50.5529,42,0.593
41.5186,3,0.717
51.9068,57,0.624
50.3185,27,0.783
48.7018,49,0.511
45.7034,39,0.733
50.62,41,0.642
58.8673,41,0.565
52.7213,75,0.559
57.8486,52,0.824
53.6027,62,0.894
33.0763,75,0.445
49.2528,79,0.5
52.0514,58,0.664
46.0465,71,0.27
41.898,56,0.538
46.1529,70,0.749
40.9043,59,0.534
46.3292,73,0.539
37.4934,71,0.619
50.664,15,0.567
50.9837,54,0.898
46.9784,71,0.653
49.4089,72,0.796
57.2269,71,0.692
49.1794,74,0.657
45.3633,72,0.45
58.0653,56,0.554
43.4641,70,0.529
42.472,11,0.498
40.7081,53,0.596
31.7927,66,0.467
36.2929,34,0.554
47.1053,67,0.648
51.5177,74,0.951
48.8026,12,0.751
56.4579,56,0.701
51.8442,69,0.619
46.3301,44,0.58
35.7894,79,0.596
45.126,57,0.474
45.956,18,0.693
48.5719,75,0.527
52.2251,46,0.614
40.4716,55,0.695
50.7373,9,0.546
34.5536,61,0.574
51.3247,70,0.742
49.8602,72,0.653
51.9006,34,0.639
44.7338,85,0.573
45.0159,74,0.672
45.9659,61,0.703
42.1891,35,0.225
55.4175,4,0.607
53.599,68,0.782
52.8892,63,0.564
61.2395,0,0.612
51.9604,2,0.599
57.247,67,0.596
52.5937,48,0.559
43.4223,8,0.707
51.5086,3,0.646
58.6832,58,0.69
53.6837,66,0.643
52.5679,70,0.556
58.4244,41,0.409
52.3405,2,0.739
56.7492,4,0.656
55.7858,0,0.712
58.2769,17,0.552
55.9488,65,0.642
54.2566,62,0.63
47.4984,68,0.548
47.3017,43,0.373
56.4891,45,0.666
54.534,7,0.747
54.561,77,0.763
42.8055,2,0.611
58.4107,70,0.87
53.8838,53,0.71
57.9824,51,0.568
55.3217,12,0.588
56.7824,63,0.452
54.5053,48,0.566
54.4909,63,0.618
52.4567,66,0.553
56.895,1,0.616
46.1149,72,0.639
51.9942,78,0.656
48.454,78,0.451
47.3685,35,0.477
49.1401,8,0.6
51.641,55,0.561
48.6264,49,0.564
52.8596,66,0.591
53.1246,61,0.774
54.3971,68,0.604
50.7293,65,0.644
51.0981,77,0.56
56.7418,1,0.716
57.205,35,0.757
51.1871,5,0.649
56.2464,70,0.566
53.2264,4,0.515
47.3706,67,0.531
52.1451,51,0.757
51.3273,28,0.54
58.4723,61,0.774
63.13,39,0.404
55.5057,73,0.554
55.2528,49,0.667
58.1494,77,0.798
55.6535,76,0.583
61.3999,85,0.573
48.9668,32,0.341
59.1131,80,0.474
59.7747,83,0.611
49.8582,63,0.656
57.5913,79,0.547
